id,pickup_time,dropoff_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance,car_id,customer_id,revenue
392722,2022-01-21 17:46:06,2022-01-22 17:46:06,45.46453850050083,9.17453948082056,45.45962426771246,9.181662361649906,0.7792237396455366,131889,7519411.0,227.5
672105,2022-01-06 08:10:50,2022-01-09 08:10:50,38.71205229552166,-9.14015780594902,38.71632211830347,-9.132274892822105,0.8325840292219694,802679,2020333.0,292.5
354485,2022-01-29 03:18:12,2022-01-31 03:18:12,38.71452177294798,-9.152590663150951,38.72321168408289,-9.147160570065605,1.074997395222714,491064,6719769.0,156.0
947191,2022-01-12 00:08:59,2022-01-13 00:08:59,38.72940279287416,-9.149450539286063,38.7131656414705,-9.126336334164177,2.6983000022922234,250300,7366579.0,71.5
597685,2022-01-15 13:06:51,2022-01-16 13:06:51,43.604588237687025,1.4394877657567369,43.605160401659376,1.4436524671353343,0.34131426825167177,142684,9149567.0,78.0
750931,2022-01-29 12:11:09,2022-01-31 12:11:09,40.4007805601712,-3.7003929339652313,40.40862963544868,-3.7113576328909197,1.274244254156281,262664,1629957.0,520.0
114971,2022-01-02 04:13:18,2022-01-04 04:13:18,40.4200701169516,-3.69696353223622,40.42742912316568,-3.701171605483609,0.8924544226432988,92894,6167271.0,585.0
714284,2022-01-03 17:24:35,2022-01-04 17:24:35,40.409124757549876,-3.708129408660533,40.41525225617317,-3.6982164893516414,1.081018455413657,975587,4652116.0,260.0
519035,2022-01-28 06:12:25,2022-01-31 06:12:25,40.42518220898469,-3.694008148323954,40.41832940669206,-3.7178283810920685,2.155600544567523,936240,6487263.0,214.5
777948,2022-01-09 05:11:33,2022-01-12 05:11:33,38.72120634033295,-9.139721744204303,38.729921541552095,-9.138184679804512,0.9782163204108989,250403,9575526.0,468.0
317823,2022-01-21 16:07:21,2022-01-23 16:07:21,48.867005250816185,2.3442309492477174,48.856700098021676,2.362636256352498,1.7679997713623827,451100,8081996.0,169.0
388761,2022-01-04 20:43:16,2022-01-07 20:43:16,48.863017744276824,2.3643257435485894,48.864661700067174,2.3516944053335256,0.9418870430212258,178460,5342599.0,214.5
104654,2022-01-06 20:18:25,2022-01-08 20:18:25,45.7524860366324,4.844259052675309,45.763352891363475,4.842019581454949,1.220765405260663,297747,7366885.0,169.0
635808,2022-01-14 00:25:23,2022-01-16 00:25:23,40.41406375511493,-3.6960721734970687,40.420931057736325,-3.7070531778546876,1.2030353475963926,339814,7773575.0,221.0
460323,2022-01-04 09:05:15,2022-01-05 09:05:15,48.84849753007023,2.349804012863595,48.8676741310035,2.349735471020684,2.132346629949123,809714,9775043.0,58.5
30494,2022-01-18 02:58:06,2022-01-19 02:58:06,53.35869214200252,-6.260590794888716,53.34808125777717,-6.262275752979341,1.1851643582104077,780646,7912890.0,52.0
151177,2022-01-03 22:42:23,2022-01-06 22:42:23,40.41639721533008,-3.7071899417335423,40.41678811578887,-3.7038567727220593,0.28550856079114273,202653,6115305.0,468.0
271331,2022-01-28 00:35:39,2022-01-31 00:35:39,45.75711753640723,4.839653078202768,45.77006433971779,4.8242649537108235,1.8701303278402601,559074,4395938.0,253.5
420191,2022-01-06 06:58:50,2022-01-07 06:58:50,53.33911349203218,-6.266867151600811,53.35816208942418,-6.25114959958931,2.3611069688006787,909605,9440642.0,292.5
620171,2022-01-25 04:56:34,2022-01-26 04:56:34,45.47399355647446,9.19065017329244,45.459634624663586,9.18564952947939,1.6435739080350247,584772,3783327.0,234.0
604453,2022-01-27 06:42:08,2022-01-29 06:42:08,38.72495044223561,-9.133759637487156,38.732104569866195,-9.15110794238942,1.7022041090463158,92894,7366579.0,585.0
67379,2022-01-02 20:34:32,2022-01-03 20:34:32,48.85349401376088,2.353163744586548,48.86537170669512,2.3497035915574305,1.3447778541285715,576687,4715097.0,104.0
83997,2022-01-12 08:44:31,2022-01-14 08:44:31,41.378748032180845,2.1751478900662278,41.38723425741129,2.184977393925495,1.2501833143561323,728828,6943479.0,390.0
881404,2022-01-13 07:36:38,2022-01-14 07:36:38,48.8559303280948,2.348336939911388,48.86313565524628,2.35999241343544,1.1700240440090446,149603,7859880.0,104.0
833705,2022-01-26 20:25:20,2022-01-28 20:25:20,40.423446664535675,-3.707368862747952,40.40772600929785,-3.6939359959055826,2.0854196623851444,31754,6044882.0,117.0
447433,2022-01-21 10:35:47,2022-01-22 10:35:47,43.59642829676822,1.4332507626961013,43.614519372867676,1.4565090628293236,2.7483874207648724,273021,7519411.0,78.0
986457,2022-01-22 02:27:22,2022-01-23 02:27:22,43.59084674432134,1.440519230188149,43.59390881454458,1.4390537928757439,0.36036018570610273,91063,8125040.0,84.5
234018,2022-01-24 08:01:19,2022-01-25 08:01:19,45.77024183401225,4.82921715614133,45.753928447894616,4.838534033664723,1.95264823247978,869083,9414482.0,58.5
286532,2022-01-18 20:30:12,2022-01-21 20:30:12,43.61772339589645,1.4390443127955077,43.61601989263016,1.4385330973054151,0.19383991226150948,829895,1227186.0,780.0
350854,2022-01-25 19:05:38,2022-01-26 19:05:38,38.70916362971672,-9.135552795894737,38.72482883338035,-9.126339135779435,1.9165536746264091,622656,6451457.0,104.0
981294,2022-01-13 19:20:20,2022-01-16 19:20:20,45.77528455482682,4.843901472385445,45.755671751160165,4.823806501480919,2.680632047235033,250403,4291469.0,468.0
376391,2022-01-03 02:23:50,2022-01-06 02:23:50,41.36967464632739,2.1761141214627733,41.37988360553083,2.1707902072139795,1.219010275772463,114561,8462716.0,214.5
761117,2022-01-08 23:19:09,2022-01-11 23:19:09,45.75478434755732,4.8389816301830715,45.76070060571987,4.845432919896457,0.8266004303069061,170313,6753193.0,234.0
296544,2022-01-08 03:16:07,2022-01-10 03:16:07,41.378647693070846,2.183047399965587,41.37619496577764,2.1663924417459035,1.4161584138920282,59324,4048342.0,156.0
446506,2022-01-19 07:00:23,2022-01-20 07:00:23,53.33853580217092,-6.2695631914098415,53.36056794386878,-6.251810628649659,2.71851249392691,670135,7415658.0,195.0
552292,2022-01-12 05:22:09,2022-01-13 05:22:09,45.45418202212315,9.198704512506104,45.458802185966924,9.184084393302026,1.2507177313882383,667278,4652116.0,84.5
931888,2022-01-15 16:22:53,2022-01-17 16:22:53,38.71713413137,-9.138517528760133,38.72500687925387,-9.133590410846818,0.9741942775370719,143016,5254152.0,169.0
344733,2022-01-04 07:18:41,2022-01-05 07:18:41,41.393522637843354,2.162153721337994,41.376691919904765,2.18927101383412,2.9360897641666415,106705,9154223.0,84.5
344450,2022-01-05 00:11:18,2022-01-08 00:11:18,43.60394027025171,1.4349343026736414,43.61295471980659,1.4517722309310133,1.6859926988045055,780646,5797166.0,156.0
832819,2022-01-15 18:59:42,2022-01-17 18:59:42,53.355450415193005,-6.253497633743567,53.3363675185234,-6.251172491595088,2.1275273791027,869949,9169365.0,520.0
652959,2022-01-29 17:21:41,2022-01-30 17:21:41,45.75453031153925,4.824752950226172,45.751689752735224,4.832513654098886,0.6799410105988017,603063,1530337.0,52.0
880594,2022-01-25 11:37:15,2022-01-28 11:37:15,45.454132235645815,9.192705331535613,45.47438065171797,9.19216538257263,2.2519148766178554,870338,8988311.0,702.0
834070,2022-02-03 19:00:03,2022-02-06 19:00:03,53.35020201375051,-6.270255898532291,53.338123766315015,-6.272913545104275,1.3545781618375987,540371,2976519.0,975.0
655799,2022-02-04 10:52:42,2022-02-06 10:52:42,38.733925365077894,-9.123750014121885,38.71219900261522,-9.150070541585794,3.324169122806467,476045,2643206.0,390.0
482247,2022-02-16 16:46:35,2022-02-17 16:46:35,53.342544050509424,-6.268814339725381,53.34178741604006,-6.2591202327249125,0.6490413159706339,878130,9580012.0,78.0
515529,2022-02-18 11:17:32,2022-02-20 11:17:32,53.35399951100983,-6.250612905360363,53.35139698309132,-6.269148166556502,1.2637801451021746,948949,2450975.0,169.0
977683,2022-02-27 17:15:39,2022-03-01 17:15:39,38.72090229174558,-9.14702771244239,38.7159990933923,-9.12507269847026,1.981255731540886,674088,7795552.0,520.0
